mensaje_limpio,area
El Supervisor en moto empeso la ronda en el parkeadero. les abiso cualkier cosa.,ADMINISTRACION
El el ascensor de carga nesesita un repuesto q no ay. ya se pidio pero se demora.,MANTENIMIENTO
El la bomba de agua del subsuelo 2 ase un ruido feo. q un tecnico lo revise mañana.,MANTENIMIENTO
"El piso en la entrada ta mojado x la yuvia, ya pedi a mantenimiento q pongan el letrero amarillo.",MANTENIMIENTO
Mantenimiento prebentivo del la escalera eléctrica terminado. sin nobedades.,MANTENIMIENTO
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una billetera con documentos en la zona bancaria. Se custodia en recepción bajo el código 904.,RECEPCION
Se registra el objeto perdido 234: un paraguas.,RECEPCION
El Técnico de AC ya pinto la pared manchada en el plaza de comidas. kedo bn.,ADMINISTRACION
El gerente del Adidas kiere ayuda pa cerrar. mandando a alguien.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de luz de emergencia en el sector de el cuarto de generadores. Novedades serán reportadas.,ADMINISTRACION
Ya subieron el post de gracias por venir a TikTok? usen las mejores fotos.,MERCADEO
Inspecion de extintores del ala norte: todos bien y sin cosas estorbando (Y),SSO
"Empezó el concierto en la plaza!!! full gente, hagamos live en insta AHORA.",ADMINISTRACION
ALERTA DE RIESGO: Se detecta obstrucción de ruta de evacuación con mercadería en Todo Hogar. el paramédico y se coloca señalética de advertencia.,SSO
Confirmado todos los guardias tienen su radio con pila. todo ok pa emergencias.,SEGURIDAD
Se acavo el desinfetante. pasando el dato a compras.,ADMINISTRACION
El Técnico polivalente está lubricando las puertas de metal.,MANTENIMIENTO
"Encontramos una billetera, la tenemos aka en el punto de info.",RECEPCION
El gerente del Sukasa kiere ayuda pa cerrar. mandando a alguien.,ADMINISTRACION
ALERTA DE RIESGO: Se detecta fuga de gas en local de comida en Explorer. el supervisor de turno y se verifica la causa de la alarma.,MANTENIMIENTO
Fin del dia. se guardan las cosas perdidas y se cierra el punto. asta mañana!,RECEPCION
No ay papel en los baños de abajo. manden a reponer.,MANTENIMIENTO
Cerrando y asegurando todos los accesos del mall. Buenas noches.,ADMINISTRACION
Se presto el ultimo cargador portatil que tenianios.,RECEPCION
OT 582: fuga en el baño de hombres del 2do piso. el Técnico polivalente ya esta en camino.,MANTENIMIENTO
Escoltando al pers de tesoreria. prosedimiento termino bn.,ADMINISTRACION
"Dia tranki. la prebension funsiona, sigamos asi.",ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. la unidad motorizada Alpha1 brindando asistencia.,RECEPCION
"Un cliente se mario en la cuarto de bombas. el Paramédico lo esta ayudando, creo q se le bajo la presion.",MANTENIMIENTO
"Xfa, berificar q el letrero de riesgo electrico se vea bien.",MANTENIMIENTO
Todo el personal de seguridad en sus puestos asignados. listos para la apertura.,SEGURIDAD
"Dia tranki. la prebension funsiona, sigamos asi.",ADMINISTRACION
"Cliente pregunta si tenemos wifi gratis. sip, confirmado.",RECEPCION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un coche para bebé. el supervisor de turno brindando asistencia.,RECEPCION
Dejando las herramientas en la bodega. Jornada terminada.,ADMINISTRACION
Un cliente se keja q la musica esta muy alta. ya pase el reporte.,RECEPCION
Chuta se prendio la alarma de un local. creo q es falsa alarma pero confirmen xfa.,SEGURIDAD
El Electricista está lubricando las puertas de metal.,MANTENIMIENTO
Me confirman asta q hora es el feriado? para dar bn la info.,ADMINISTRACION
Una sra dejo un cel q se encontro en el baño. q bn q aya gente asi.,MANTENIMIENTO
ALERTA DE RIESGO: Se detecta obstrucción de ruta de evacuación con mercadería en Marathon Sports. el anfitrión de cervicio al cliente y ce verifica la causa de la alarma.,SSO
Relevo del Supervisor en la puerta 5 listo. todo ok.,MANTENIMIENTO
El Community Manager dice q hay un troll en los comentarios de TikTok. Ojo con eso.,MERCADEO
Xfa ablen claro en la radio. usen los codigos.,ADMINISTRACION
Se terminó de limpiar el ducto de basura. todo ok.,MANTENIMIENTO
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas PDU4351.,RECEPCION
"Empezó el activación con influencers!!! full gente, hagamos live en insta AHORA.",MERCADEO
Encontramos una mochila en la pasillo principal. la llevamos a recepcion.,ADMINISTRACION
El gerente acaba de pasar y nos felicitó. (Y) buen trabajo equipo!,ADMINISTRACION
"Revisando botikines, falta gasa en el del subsuelo 1. a reponer.",ADMINISTRACION
Relevo del Guardia de turno en la puerta 5 listo. todo ok.,MANTENIMIENTO
Se encontró un cel tirado en el parqueadero. se entrega a recepcion.,ADMINISTRACION
Mantenimiento prebentivo del la cámara domo terminado. sin nobedades.,MANTENIMIENTO
Un cliente dice q el baño de mujeres del 2do piso esta susio. pasando el dato a mantenimiento.,MANTENIMIENTO
SEGUIMIENTO SSO: La condición de uso incorrecto de EPP por contratista en la entrada de la Av. Orellana a sido mitigada. Estado actual: pendiente por repuesto.,SSO
Capasitacion de como usar extintores al personal nuevo a las 3pm. no falten.,SSO
"SEGUIMIENTO: Sobre el caso de activación indebida de manguera de incendios en Payless, se revisan grabaciones. El estado actual es: reportada.",SSO
Ay aceite regado en el parkeadero. ya serramos el area pa limpiar.,ADMINISTRACION
El Personal de limpieza está lubricando las puertas de metal.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un cargador de celular. el técnico residente brindando asistencia.,RECEPCION
Uff el post del sorteo la rompió. el alcance está por las nubes .,ADMINISTRACION
NUEVA ALERTA: Ce reporta cliente agresivo involucrando a el conductor de un Spark GT rojo en la rampa de acceso a Supercines. el anfitrión de cervisio al cliente en camino.,RECEPCION
Recordatorio: usen guantes para manejar quimicos de limpieza.,ADMINISTRACION
Ay un sr q no kiere pagar el parkin y ta haciendo lio. el superbisor ya fue.,ADMINISTRACION
Reportan un altercado en la plaza de comidas. nesesito apollo.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de luz de emergencia en el sector de Banco Pichincha. Novedades serán reportadas.,ADMINISTRACION
Un cliente dice q el baño de mujeres del 2do piso esta susio. pasando el dato a mantenimiento.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un cargador de celular. el supervisor de turno brindando asistencia.,RECEPCION
Fin de turno. sin novedades grabes. entregado el turno al otro grupo.,ADMINISTRACION
NUEVA ALERTA: Ce reporta activación de botón de pánico involucrando a el conductor de un Spark GT rojo en Explorer. el coordinador de operaciones en camino.,ADMINISTRACION
Un cliente dice q el baño de mujeres del 2do piso esta susio. pasando el dato a mantenimiento.,MANTENIMIENTO
Ya no ay mapas del mall. hay q pedir mas a marketing.,MERCADEO
Fin de turno. sin novedades grabes. entregado el turno al otro grupo.,ADMINISTRACION
TRABAJO FINALIZADO: El el extractor de olores del patio de comidas a sido reparado. Queda operativo. Estado final: reportada.,MANTENIMIENTO
Inspecion de extintores del ala norte: todos bien y sin cosas estorbando (Y),SSO
Rebision de luses de emerjencia. todas funsionan.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el ascensor panorámico ubicado en Mi Juguetería. Síntoma: puerta atascada.,MANTENIMIENTO
"Empezó el lanzamiento de colección!!! full gente, hagamos live en insta AHORA.",ADMINISTRACION
El Guardia de turno está pidiendo papeles a un motorizado sin identificar.,SEGURIDAD
Ok enterado. sigo biendo x las camaras ese sector.,SEGURIDAD
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas GDA7964.,RECEPCION
Sin accidentes que reportar hoy. Excelente jornada.,ADMINISTRACION
"Xfa, berificar q el letrero de riesgo electrico se vea bien.",MANTENIMIENTO
CIERRE DE CASO: La novedad sobre cliente agresivo a sido controlada. el paramédico reporta normalidad en la zona. Estado final: cerrada con obcervación.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de detector de humo en el sector de las gradas eléctricas del ala norte. Novedades serán reportadas.,ADMINISTRACION
El Electricista está lubricando las puertas de metal.,MANTENIMIENTO
El De Prati se keja q el aire no enfria. ya vamos a ver.,MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta una persona desorientada con actitud inusual en Pycca. Ce mantiene vijilancia activa.,ADMINISTRACION
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Sweet Coffee fue advertido por activación de detector de humo. Se corrije la postura.,SEGURIDAD
Revisando los kpis de ayer... nada mal eh. A ver si hoy los rompemos.,ADMINISTRACION
SEGUIMIENTO SSO: La condición de cable expuesto en pasillo en la sala de lactancia a sido mitigada. Estado actual: pendiente por repuesto.,ADMINISTRACION
Ok enterado. sigo biendo x las camaras ese sector.,SEGURIDAD
ALERTA DE RIESGO: Se detecta obstrucción de ruta de evacuación con mercadería en De Prati. el técnico residente y se notifica a limpiezamantenimiento.,MANTENIMIENTO
En la camara 12 se ve una pers desorientada. q un guardia se aserque a ayudar.,SEGURIDAD
Ay aceite regado en el parkeadero. ya serramos el area pa limpiar.,ADMINISTRACION
CIERRE DE CASO: La novedad sobre conato de riña a sido controlada. el operador de cámaras reporta normalidad en la zona. Estado final: en monitoreo.,ADMINISTRACION
ALERTA DE RIESGO: Se detecta uso incorrecto de EPP por contratista en Crepes Waffles. la unidad motorizada Alpa1 y ce detiene la labor del contratista.,SSO
El Prevencionista esta dando la buelta de berificacion. todo ok x ahora.,ADMINISTRACION
PILAS un contratista esta trabajando arriva sin arnes. se detiene el trabajo YA.,ADMINISTRACION
Aseguren los acsesos de carga. q todo el mundo tenga su credensial.,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita la ubicación del baño familiar. el paramédico brindando asistencia.,MANTENIMIENTO
El fotógrafo anda por ahi? necesito unas tomas del público para TikTok.,MERCADEO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Produbanco fue advertido por cable expuesto en pasillo. Se corrije la postura.,SEGURIDAD
Se actualizó el mapa de riesgos del centro comercial. a socializarlo.,SSO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
Inspecion de extintores del ala norte: todos bien y sin cosas estorbando (Y),SSO
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas PDU8810.,RECEPCION
"La impresora no tiene tinta... justo aora . mantenimiento, auxilio!",MANTENIMIENTO
Revisando los kpis de ayer... nada mal eh. A ver si hoy los rompemos.,ADMINISTRACION
TRABAJO FINALIZADO: El la bomba de agua del subsuelo 1 a sido reparado. Queda operativo. Estado final: cerrada con observación.,MANTENIMIENTO
Chuta se prendio la alarma de un local. creo q es falsa alarma pero confirmen xfa.,SEGURIDAD
No ay papel en los baños de abajo. manden a reponer.,MANTENIMIENTO
El influencer para el firma de autógrafos no contesta... pilas con eso.,MERCADEO
TRABAJO FINALIZADO: El el tablero eléctrico del ala sur a sido reparado. Queda operativo. Estado final: pendiente por repuesto.,MANTENIMIENTO
"Necesito q seguridad de una ronda por el puerta 3, unos chicos estan haciendo mucho ruido.",MANTENIMIENTO
El Inspector de SSO esta dando la buelta de berificacion. todo ok x ahora.,ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta un cliente en estado etílico con actitud inusual en Lee. Ce mantiene vijilancia activa.,RECEPCION
"Ok, se acabó el firma de autógrafos. Mision cumplida. A desmontar todo.",ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una cédula de identidad en las gradas eléctricas del ala norte. Se custodia en recepción bajo el código 192.,RECEPCION
Relevo del Operador CCTV en la puerta 5 listo. todo ok.,MANTENIMIENTO
SEGUIMIENTO SSO: La condición de piso mojado sin señalizar en el parqueadero subterráneo 2 a sido mitigada. Estado actual: escalada a gerencia.,SSO
El Community Manager dice q ya esta ok el material para las pantallas. Alguien confirma xfa?,ADMINISTRACION
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
"Nesesito un guardia en el punto de info, un cliente se puso pesado.",SEGURIDAD
TRABAJO FINALIZADO: El la bomba de agua del subsuelo 1 a sido reparado. Queda operativo. Estado final: pendiente por repuesto.,MANTENIMIENTO
Hay un cable suelto en el pasillo. Electricista notificado para que lo aisle.,MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de cliente agresivo en Sukasa, ce procede a retirar al individuo. El estado actual es: cerrada con obcervación.",RECEPCION
Huele feo en una de las bodegas. q alguien de limpieza chequee q es.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en la sala de lactancia fue advertido por uso incorrecto de EPP por contratista. Se corrije la postura.,SSO
"Encontramos una billetera, la tenemos aka en el punto de info.",RECEPCION
SEGUIMIENTO SSO: La condición de obstrucción de ruta de evacuación con mercadería en Todo Hogar a sido mitigada. Estado actual: escalada a gerencia.,ADMINISTRACION
La prensa llegó. Quien los atiende? Pilas con lo que dicen.,ADMINISTRACION
La campaña del dia del padre ya tiene el arte aprobado. Bien ahi Coordinador de Mkt!,MERCADEO
El Supervisor en moto empeso la ronda en el parkeadero. les abiso cualkier cosa.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Noe Sushi Bar fue advertido por obstrucción de ruta de evacuación con mercadería. Se corrije la postura.,SEGURIDAD
Yaman a preguntar si pueden entrar con perros. les dije q si pero con las reglas.,RECEPCION
Reporto q el el aire acondicionado no funsiona. ya avisamos y pusimos un papelito.,MANTENIMIENTO
Se encontró un cel tirado en el parqueadero. se entrega a recepcion.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de la bomba de agua del subsuelo 1, se asigna técnico especialista. El estado actual es: en verificación.",MANTENIMIENTO
El gerente acaba de pasar y nos felicitó. (Y) buen trabajo equipo!,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita la ubicación del baño familiar. el prevencionista brindando asistencia.,MANTENIMIENTO
"Un sr nesesita una siya de ruedas en la entrada 3, q alguien de segurida ayude xfa.",ADMINISTRACION
El Diseñador Gráfico dice q ya esta ok el material para las pantallas. Alguien confirma xfa?,ADMINISTRACION
Ay un sr q no kiere pagar el parkin y ta haciendo lio. el superbisor ya fue.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el tablero eléctrico del ala sur ubicado en la entrada de la Av. Orellana. Síntoma: vibración excesiva.,MANTENIMIENTO
El Personal de limpieza ya pinto la pared manchada en el baños del norte. kedo bn.,MANTENIMIENTO
NUEVA ORDEN DE TRABAJO: Falla reportada en la compactadora de basura ubicado en el cuarto de generadores. Síntoma: apagado repentino.,MANTENIMIENTO
Aseguren los acsesos de carga. q todo el mundo tenga su credensial.,ADMINISTRACION
El gerente del KFC kiere ayuda pa cerrar. mandando a alguien.,ADMINISTRACION
La puerta de emergensia del pasiyo sur sono. falsa alarma de nuevo.,MANTENIMIENTO
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un cargador de celular. el prevencionista brindando asistencia.,RECEPCION
El Community Manager dice q ya esta ok el material para las pantallas. Alguien confirma xfa?,ADMINISTRACION
Recibida alerta de panico desde la joyeria. unidades en camino.,ADMINISTRACION
SEGUIMIENTO SSO: La condición de obstrucción de ruta de evacuación con mercadería en Pizza Hut a sido mitigada. Estado actual: en monitoreo.,ADMINISTRACION
Se quemo un foco del pasiyo de afuera. el electrisista lo cambia en 20.,ADMINISTRACION
SEGUIMIENTO SSO: La condición de derrame de líquido resbaloso en Payless a sido mitigada. Estado actual: solucionada.,ADMINISTRACION
"Suban historias a insta!! q se vea el ambiente, la gente disfrutando.",ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Produbanco fue advertido por derrame de líquido resbaloso. Se corrije la postura.,SEGURIDAD
El KFC tiene cajas en la ruta de evakuasion. q las muevan ahora.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Explorer fue advertido por andamio sin ceñalizar. Se corrije la postura.,SEGURIDAD
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
Un vendedor ambulante intentando ingresar por el acceso 2. Se le retiró.,ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta un vendedor informal con actitud inusual en la azotea técnica. Ce mantiene vijilancia activa.,ADMINISTRACION
Terminamos x oy. todo serado con yave.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de los lentes de un niño en la azotea técnica. Se custodia en recepción bajo el código 821.,RECEPCION
En la camara 12 se ve una pers desorientada. q un guardia se aserque a ayudar.,SEGURIDAD
Se entrego un coche de bebe. kedan 3.,ADMINISTRACION
ALERTA DE RIESGO: Se detecta material inflamable mal almacenado en el parqadero subterráneo 2. el prevencionista y ce coloca ceñalética de advertencia.,SSO
Xfa ablen claro en la radio. usen los codigos.,ADMINISTRACION
"La impresora no tiene tinta... justo aora . mantenimiento, auxilio!",MANTENIMIENTO
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de detector de humo en el cector de Pizza Hut. Novedades cerán reportadas.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la clave del WiFi. Se confirma la información para estandarizar respuesta.,RECEPCION
El extractor de olores de la plaza de comidas esta fallando. Tecnico en camino.,MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de daño a la propiedad en Fybeca, se notifica a la Policía Nacional. El estado actual es: solucionada.",ADMINISTRACION
Una sra dejo un cel q se encontro en el baño. q bn q aya gente asi.,MANTENIMIENTO
Un gringo pregunta dnd comer comida de aka. lo mande al 3er piso.,RECEPCION
NUEVA ALERTA: Ce reporta daño a la propiedad involucrando a un individuo con mochila y gorra en Movistar. el prevencionista en camino.,ADMINISTRACION
Un gringo pregunta dnd comer comida de aka. lo mande al 3er piso.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de luz de emergencia en el sector de Pizza Hut. Novedades serán reportadas.,ADMINISTRACION
Wenos dias equipo! a darle con todo.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una laptop en su maletín en Movistar. Se custodia en recepción bajo el código 488.,RECEPCION
Se solicita presencia en el Supermaxi por conato de discusion.,SEGURIDAD
Sin accidentes que reportar hoy. Excelente jornada.,ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Mi Juguetería fue advertido por activación de detector de humo. Se corrije la postura.,SEGURIDAD
Ya subieron el post de gracias por venir a Facebook? usen las mejores fotos.,ADMINISTRACION
El Community Manager dice q hay un troll en los comentarios de Facebook. Ojo con eso.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de la compactadora de basura, se solicita cotización de repuesto. El estado actual es: requiere proveedor externo.",MANTENIMIENTO
"Gente, ya está el post de buenos días en TikTok? avisen cdo esté live.",MERCADEO
Yaman a preguntar si pueden entrar con perros. les dije q si pero con las reglas.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si el centro comercial es pet friendly. Se confirma la información para estandarizar respuesta.,RECEPCION
Se iso un anuncio x el parlante pa un carro mal parkeado.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de la puerta automática del acceso principal, se solicita cotización de repuesto. El estado actual es: solucionada.",MANTENIMIENTO
El Técnico polivalente está lubricando las puertas de metal.,MANTENIMIENTO
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el generador de emergencia, ce reprograma para mantenimiento nocturno. El estado actual es: requiere proveedor externo.",MANTENIMIENTO
La puerta de emergensia del pasiyo sur sono. falsa alarma de nuevo.,MANTENIMIENTO
El Operador CCTV en moto empeso la ronda en el parkeadero. les abiso cualkier cosa.,SEGURIDAD
NUEVA ALERTA: Ce reporta cliente agresivo involucrando a un cliente en estado etílico en Pycca. el técnico residente en camino.,RECEPCION
Ay aceite regado en el parkeadero. ya serramos el area pa limpiar.,ADMINISTRACION
Limpiando a fondo la bodegas. CUIDADO PISO MOJADO.,SSO
"El piso en la entrada ta mojado x la yuvia, ya pedi a mantenimiento q pongan el letrero amarillo.",MANTENIMIENTO
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas TCE6284.,RECEPCION
El extractor de olores de la plaza de comidas esta fallando. Tecnico en camino.,MANTENIMIENTO
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
NUEVA ORDEN DE TRABAJO: Falla reportada en el sistema de AC (chiller 2) ubicado en la rampa de acceso a Supercines. Síntoma: panel no responde.,MANTENIMIENTO
"Ok, se acabó el firma de autógrafos. Mision cumplida. A desmontar todo.",ADMINISTRACION
ALERTA DE RIESGO: Se detecta obstrucción de ruta de evacuación con mercadería en el pasillo de servisios. el paramédico y se detiene la labor del contratista.,SSO
Recibido reporte de un inodoro tapado en los baños familiares. q asco... ya vamos.,MANTENIMIENTO
Huele feo en una de las bodegas. q alguien de limpieza chequee q es.,ADMINISTRACION
Capasitacion de como usar extintores al personal nuevo a las 3pm. no falten.,SSO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Fybeca fue advertido por andamio sin señalizar. Se corrije la postura.,SEGURIDAD
"Necesito q seguridad de una ronda por el puerta 3, unos chicos estan haciendo mucho ruido.",MANTENIMIENTO
Revisando los kpis de ayer... nada mal eh. A ver si hoy los rompemos.,ADMINISTRACION
TRABAJO FINALIZADO: El el ascensor panorámico a sido reparado. Queda operativo. Estado final: en monitoreo.,MANTENIMIENTO
Hay gente preguntando en los comentarios dnd es el canje. Asistente de Eventos respondiendo a todos.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de botiquín de primeros auxilios en el sector de los baños del segundo piso. Novedades serán reportadas.,MANTENIMIENTO
Analisis de sentimiento de Facebook: 90 positivos. La gente amó el firma de autógrafos. Nada mal.,ADMINISTRACION
El Técnico de AC de linpiesa ta con la makina pulidora. pongan el letrero.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
Se atendio a una pers con un corte en la mano. nada grabe.,ADMINISTRACION
TRABAJO FINALIZADO: El el tablero eléctrico del ala sur a sido reparado. Queda operativo. Estado final: siendo atendida.,MANTENIMIENTO
"Cliente pregunta si tenemos wifi gratis. sip, confirmado.",RECEPCION
"Encontramos una billetera, la tenemos aka en el punto de info.",RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el extractor de olores del patio de comidas de 23:00 a 01:00.,MANTENIMIENTO
"Sip, ya esta areglada la puerta automatica de la entrada 2. funsionando ok.",MANTENIMIENTO
Chekeando los EPP del personal de mantenimiento. todo en orden.,MANTENIMIENTO
"CODIGO AMBAR: se perdio un niño. polera roja, yins, como 5 años. lo vieron en los juegos. PILAS TODOS.",ADMINISTRACION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Sweet Coffee fue advertido por activación de detector de humo. Se corrije la postura.,SEGURIDAD
Estoy muerto pero feliz. El evento fue un exitazo.,MERCADEO
Un trabajador de linpiesa se resvalo. no se lastimo pero hay q usar los sapatos correctos.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el generador de emergencia, ce esta evaluando la falla. El estado actual es: cerrada con obcervación.",MANTENIMIENTO
"Nesesito un plomero URGENTE en la plaza de comidas, un lababo no para de gotear.",MANTENIMIENTO
Se registra el objeto perdido 234: un paraguas.,RECEPCION
ALERTA DE RIESGO: Se detecta uso incorrecto de EPP por contratista en el pasillo central. el técnico residente y se realiza inspección del área.,SSO
Dejemos lista la grilla de contenidos para mañana. Asi empezamos mas tranquilos.,ADMINISTRACION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de la bomba de agua del subsuelo 1, se aísla el circuito. El estado actual es: reportada.",MANTENIMIENTO
Se actualizó el mapa de riesgos del centro comercial. a socializarlo.,SSO
"Xfa, berificar q el letrero de riesgo electrico se vea bien.",MANTENIMIENTO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el tablero eléctrico del ala sur de 23:00 a 01:00.,MANTENIMIENTO
Finalizando el dia se revisan las bitacoras. Novedades menores unicamente.,ADMINISTRACION
PILAS un contratista esta trabajando arriva sin arnes. se detiene el trabajo YA.,ADMINISTRACION
Xfa ablen claro en la radio. usen los codigos.,ADMINISTRACION
TRABAJO FINALIZADO: El el generador de emergencia a sido reparado. Queda operativo. Estado final: solucionada.,MANTENIMIENTO
Impresionante la cantidad de gente en el lanzamiento de colección. Esto es un éxito!!!,ADMINISTRACION
TRABAJO FINALIZADO: El la bomba de agua del subsuelo 1 a sido reparado. Queda operativo. Estado final: reportada.,MANTENIMIENTO
Wenos dias! el punto de info ya esta abierto.,RECEPCION
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
NUEVA ALERTA: Ce reporta carterista reportado involucrando a el conductor de un Spark GT rojo en Movistar. el prevencionista en camino.,ADMINISTRACION
El la escalera eléctrica nesesita un repuesto q no ay. ya se pidio pero se demora.,ADMINISTRACION
"Necesito q aprueben el diseño para el post de la tarde. Lo mandé al grupo, chekeenlo.",ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el tablero eléctrico del ala sur ubicado en los baños del cegundo piso. Síntoma: ruido inusual.,MANTENIMIENTO
Recordatorio: usen guantes para manejar quimicos de limpieza.,ADMINISTRACION
Relevo del Motorizado en la puerta 5 listo. todo ok.,MANTENIMIENTO
TRABAJO FINALIZADO: El el generador de emergencia a sido reparado. Queda operativo. Estado final: cerrada con observación.,MANTENIMIENTO
"Necesito q aprueben el diseño para el post de la tarde. Lo mandé al grupo, chekeenlo.",ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de activación de botón de pánico en el patio de comidas, se revisan grabaciones. El estado actual es: reportada.",ADMINISTRACION
Un cliente dice q el baño de mujeres del 2do piso esta susio. pasando el dato a mantenimiento.,MANTENIMIENTO
ALERTA DE RIESGO: Se detecta derrame de líquido resbaloso en la azotea técnica. el operador de cámaras y ce despeja la ruta de evacuación.,SSO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el extractor de olores del patio de comidas de 23:00 a 01:00.,MANTENIMIENTO
Se acabaron las mascarillas en el punto de atencion. reponer xfa.,RECEPCION
Ay un sr q no kiere pagar el parkin y ta haciendo lio. el superbisor ya fue.,ADMINISTRACION
Llaman para preguntar si Sukasa vende tarjetas de regalo.,RECEPCION
Oigan a q ora habre el De Prati? preguntan mucho.,RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en la bomba de agua del subsuelo 1 de 23:00 a 01:00.,MANTENIMIENTO
Un cliente se keja q la musica esta muy alta. ya pase el reporte.,RECEPCION
Un vendedor ambulante intentando ingresar por el acceso 2. Se le retiró.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
Rebision de luses de emerjencia. todas funsionan.,ADMINISTRACION
CIERRE DE CASO: La novedad sobre persona sospechosa a sido controlada. la unidad motorizada Alpa1 reporta normalidad en la zona. Estado final: reportada.,ADMINISTRACION
"Quien tiene los datos del los canjes de hoy? Pasen para el informe, es para mañana a primera hora.",ADMINISTRACION
ALERTA DE RIESGO: Se detecta fuga de gas en local de comida en Pizza Hut. el personal de limpieza y se realiza inspección del área.,MANTENIMIENTO
Fin del dia. se guardan las cosas perdidas y se cierra el punto. asta mañana!,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
